index,Customer ID,Recency,Frequency,Monetary,R_score,F_Score,M_Score,RFM_Score,Segment
1228,13588.0,15,9,2478.95,5,5,4,554,Champion
1229,13589.0,14,6,1120.74,5,4,3,543,Loyal Customer
1230,13590.0,10,18,6336.04,5,5,5,555,Champion
1231,13591.0,64,7,2093.94,3,4,4,344,Loyal Customer
1232,13592.0,35,4,247.95999999999998,4,3,1,431,Loyal Customer
1233,13593.0,107,14,5493.29,3,5,5,355,Loyal Customer
1234,13594.0,52,2,533.32,4,2,2,422,Potential Loyalist
1235,13595.0,516,3,784.48,1,3,3,133,At Risk
1236,13596.0,5,2,664.11,5,2,3,523,Potential Loyalist
1237,13597.0,399,2,396.71,2,2,2,222,Lost Customer
1238,13598.0,46,5,761.96,4,4,3,443,Loyal Customer
1239,13599.0,0,33,9811.04,5,5,5,555,Champion
1240,13600.0,311,2,518.42,2,2,2,222,Lost Customer
1241,13601.0,44,4,1159.99,4,3,3,433,Loyal Customer
1242,13602.0,64,4,1025.17,3,3,3,333,Loyal Customer
1243,13603.0,25,1,164.34,4,1,1,411,Potential Loyalist
1244,13604.0,658,1,717.62,1,1,3,113,Lost Customer
1245,13605.0,386,2,522.67,2,2,2,222,Lost Customer
1246,13606.0,28,3,276.75,4,3,1,431,Loyal Customer
1247,13607.0,39,2,1075.81,4,2,3,423,Potential Loyalist
1248,13608.0,540,1,232.05,1,1,1,111,Lost Customer
1249,13609.0,592,1,167.35,1,1,1,111,Lost Customer
1250,13610.0,11,14,2103.71,5,5,4,554,Champion
1251,13611.0,88,10,3297.9300000000003,3,5,5,355,Loyal Customer
1252,13612.0,632,1,818.29,1,1,3,113,Lost Customer
1253,13613.0,452,5,1039.8500000000001,1,4,3,143,At Risk
1254,13614.0,23,6,2332.74,4,4,4,444,Champion
1255,13615.0,318,8,6272.53,2,4,5,245,At Risk
1256,13616.0,567,2,283.85,1,2,1,121,Lost Customer
1257,13617.0,39,8,1278.75,4,4,4,444,Champion
1258,13618.0,173,1,177.34,3,1,1,311,Lost Customer
1259,13619.0,544,2,224.94,1,2,1,121,Lost Customer
1260,13620.0,527,1,112.34,1,1,1,111,Lost Customer
1261,13621.0,116,1,213.85,3,1,1,311,Lost Customer
1262,13622.0,695,1,658.95,1,1,3,113,Lost Customer
1263,13623.0,30,10,2533.06,4,5,4,454,Champion
1264,13624.0,387,1,462.08,2,1,2,212,Lost Customer
1265,13625.0,596,1,301.26,1,1,2,112,Lost Customer
1266,13626.0,252,2,707.04,2,2,3,223,Lost Customer
1267,13627.0,58,7,2245.9,4,4,4,444,Champion
1268,13628.0,675,1,310.14,1,1,2,112,Lost Customer
1269,13629.0,22,19,13370.86,4,5,5,455,Champion
1270,13630.0,4,7,2031.78,5,4,4,544,Champion
1271,13631.0,99,11,3070.42,3,5,5,355,Loyal Customer
1272,13632.0,24,8,3645.81,4,4,5,445,Champion
1273,13634.0,32,16,5033.77,4,5,5,455,Champion
1274,13635.0,67,4,2999.16,3,3,5,335,Loyal Customer
1275,13636.0,36,5,949.12,4,4,3,443,Loyal Customer
1276,13637.0,51,3,804.3,4,3,3,433,Loyal Customer
1277,13638.0,15,1,122.64,5,1,1,511,Potential Loyalist
1278,13639.0,73,2,1346.27,3,2,4,324,Lost Customer
1279,13640.0,610,1,405.0,1,1,2,112,Lost Customer
1280,13641.0,640,5,1016.47,1,4,3,143,At Risk
1281,13642.0,215,4,472.2,2,3,2,232,At Risk
1282,13643.0,30,10,2156.77,4,5,4,454,Champion
1283,13644.0,15,4,2624.26,5,3,4,534,Loyal Customer
1284,13645.0,119,1,252.1,3,1,1,311,Lost Customer
1285,13646.0,399,2,326.25,2,2,2,222,Lost Customer
1286,13647.0,9,8,3041.68,5,4,5,545,Champion
1287,13648.0,399,8,1764.02,2,4,4,244,At Risk
1288,13649.0,256,6,1453.68,2,4,4,244,At Risk
1289,13650.0,16,10,3288.0,5,5,5,555,Champion
1290,13651.0,34,3,226.85,4,3,1,431,Loyal Customer
1291,13652.0,45,5,2262.05,4,4,4,444,Champion
1292,13653.0,487,1,152.2,1,1,1,111,Lost Customer
1293,13654.0,42,11,6308.0,4,5,5,455,Champion
1294,13655.0,113,6,2280.51,3,4,4,344,Loyal Customer
1295,13656.0,164,4,1078.85,3,3,3,333,Loyal Customer
1296,13657.0,10,2,382.14,5,2,2,522,Potential Loyalist
1297,13658.0,9,9,6025.5,5,5,5,555,Champion
1298,13659.0,205,12,4884.68,2,5,5,255,At Risk
1299,13660.0,399,1,306.64,2,1,2,212,Lost Customer
1300,13661.0,602,1,325.24,1,1,2,112,Lost Customer
1301,13662.0,85,11,2233.61,3,5,4,354,Loyal Customer
1302,13663.0,178,5,2047.51,3,4,4,344,Loyal Customer
1303,13665.0,385,3,1711.6599999999999,2,3,4,234,At Risk
1304,13666.0,59,5,127.89999999999999,3,4,1,341,Loyal Customer
1305,13667.0,148,1,299.05,3,1,2,312,Lost Customer
1306,13668.0,2,35,12948.48,5,5,5,555,Champion
1307,13669.0,50,3,413.55,4,3,2,432,Loyal Customer
1308,13670.0,74,1,349.7,3,1,2,312,Lost Customer
1309,13671.0,394,1,172.6,2,1,1,211,Lost Customer
1310,13672.0,300,3,419.92,2,3,2,232,At Risk
1311,13673.0,18,2,387.44,5,2,2,522,Potential Loyalist
1312,13674.0,432,1,240.68,1,1,1,111,Lost Customer
1313,13675.0,150,2,486.82000000000005,3,2,2,322,Lost Customer
1314,13676.0,538,2,243.9,1,2,1,121,Lost Customer
1315,13677.0,404,2,551.24,2,2,2,222,Lost Customer
1316,13678.0,151,1,232.6,3,1,1,311,Lost Customer
1317,13679.0,493,3,281.26,1,3,1,131,At Risk
1318,13680.0,0,12,11419.67,5,5,5,555,Champion
1319,13681.0,17,4,827.83,5,3,3,533,Loyal Customer
1320,13682.0,186,1,59.5,3,1,1,311,Lost Customer
1321,13683.0,457,1,258.6,1,1,1,111,Lost Customer
1322,13684.0,285,4,594.88,2,3,2,232,At Risk
1323,13685.0,2,7,3119.44,5,4,5,545,Champion
1324,13686.0,182,3,409.04,3,3,2,332,Loyal Customer
1325,13687.0,437,1,11880.84,1,1,5,115,Lost Customer
1326,13688.0,634,1,375.5,1,1,2,112,Lost Customer
1327,13689.0,62,2,1259.5,3,2,4,324,Lost Customer
1328,13690.0,58,1,172.25,4,1,1,411,Potential Loyalist
1329,13691.0,395,1,212.78,2,1,1,211,Lost Customer
1330,13692.0,24,5,3114.4,4,4,5,445,Champion
1331,13693.0,373,9,2011.82,2,5,4,254,At Risk
1332,13694.0,3,143,195640.69,5,5,5,555,Champion
1333,13695.0,30,16,2770.73,4,5,4,454,Champion
1334,13696.0,421,3,2020.4,1,3,4,134,At Risk
1335,13697.0,38,1,151.29999999999998,4,1,1,411,Potential Loyalist
1336,13698.0,596,2,451.73,1,2,2,122,Lost Customer
1337,13699.0,154,2,764.15,3,2,3,323,Lost Customer
1338,13700.0,25,13,2596.9700000000003,4,5,4,454,Champion
1339,13701.0,446,1,161.0,1,1,1,111,Lost Customer
1340,13702.0,445,1,135.18,1,1,1,111,Lost Customer
1341,13703.0,317,2,425.56,2,2,2,222,Lost Customer
1342,13704.0,4,9,2308.06,5,5,4,554,Champion
1343,13705.0,7,7,1717.19,5,4,4,544,Champion
1344,13706.0,302,2,631.17,2,2,3,223,Lost Customer
1345,13707.0,266,5,3365.86,2,4,5,245,At Risk
1346,13708.0,270,1,285.33,2,1,1,211,Lost Customer
1347,13709.0,3,18,7571.35,5,5,5,555,Champion
1348,13710.0,31,3,509.52,4,3,2,432,Loyal Customer
1349,13711.0,218,9,1792.26,2,5,4,254,At Risk
1350,13712.0,246,2,766.42,2,2,3,223,Lost Customer
1351,13713.0,407,3,740.76,2,3,3,233,At Risk
1352,13714.0,464,1,161.35,1,1,1,111,Lost Customer
1353,13715.0,280,17,8153.04,2,5,5,255,At Risk
1354,13716.0,268,1,138.28,2,1,1,211,Lost Customer
1355,13717.0,31,8,1763.3,4,4,4,444,Champion
1356,13718.0,245,2,306.55,2,2,2,222,Lost Customer
1357,13719.0,14,11,2783.08,5,5,4,554,Champion
1358,13720.0,116,4,799.9,3,3,3,333,Loyal Customer
1359,13721.0,35,2,741.54,4,2,3,423,Potential Loyalist
1360,13722.0,131,10,5635.41,3,5,5,355,Loyal Customer
1361,13723.0,216,6,1194.08,2,4,3,243,At Risk
1362,13724.0,636,1,213.01,1,1,1,111,Lost Customer
1363,13725.0,49,8,1980.56,4,4,4,444,Champion
1364,13726.0,38,2,1079.6599999999999,4,2,3,423,Potential Loyalist
1365,13727.0,28,8,1074.15,4,4,3,443,Loyal Customer
1366,13728.0,36,16,2855.17,4,5,4,454,Champion
1367,13729.0,435,3,724.73,1,3,3,133,At Risk
1368,13730.0,135,2,752.6,3,2,3,323,Lost Customer
1369,13731.0,218,2,610.59,2,2,3,223,Lost Customer
1370,13732.0,27,1,491.86,4,1,2,412,Potential Loyalist
1371,13733.0,410,2,487.03000000000003,2,2,2,222,Lost Customer
1372,13734.0,508,4,6695.6900000000005,1,3,5,135,At Risk
1373,13735.0,24,13,9762.77,4,5,5,455,Champion
1374,13736.0,4,7,2752.47,5,4,4,544,Champion
1375,13737.0,199,1,339.59999999999997,2,1,2,212,Lost Customer
1376,13738.0,395,1,434.78000000000003,2,1,2,212,Lost Customer
1377,13739.0,17,2,292.2,5,2,2,522,Potential Loyalist
1378,13740.0,240,5,1582.77,2,4,4,244,At Risk
1379,13741.0,71,3,668.4300000000001,3,3,3,333,Loyal Customer
1380,13742.0,16,12,3107.87,5,5,5,555,Champion
1381,13743.0,2,7,1341.6,5,4,4,544,Champion
1382,13744.0,94,2,1080.52,3,2,3,323,Lost Customer
1383,13745.0,161,2,777.36,3,2,3,323,Lost Customer
1384,13746.0,413,1,176.69,1,1,1,111,Lost Customer
1385,13747.0,373,2,169.79999999999998,2,2,1,221,Lost Customer
1386,13748.0,95,9,2064.35,3,5,4,354,Loyal Customer
1387,13750.0,53,11,3602.1800000000003,4,5,5,455,Champion
1388,13751.0,287,1,296.25,2,1,2,212,Lost Customer
1389,13752.0,123,7,1579.8300000000002,3,4,4,344,Loyal Customer
1390,13753.0,287,4,2094.57,2,3,4,234,At Risk
1391,13754.0,151,3,447.05,3,3,2,332,Loyal Customer
1392,13755.0,3,9,2108.06,5,5,4,554,Champion
1393,13756.0,1,23,8655.95,5,5,5,555,Champion
1394,13757.0,674,1,195.55,1,1,1,111,Lost Customer
1395,13758.0,11,15,8698.13,5,5,5,555,Champion
1396,13759.0,32,2,659.4100000000001,4,2,3,423,Potential Loyalist
1397,13760.0,53,5,1363.6399999999999,4,4,4,444,Champion
1398,13761.0,49,6,1952.17,4,4,4,444,Champion
1399,13762.0,218,5,2472.48,2,4,4,244,At Risk
1400,13763.0,62,3,5217.4400000000005,3,3,5,335,Loyal Customer
1401,13764.0,70,6,2919.62,3,4,5,345,Loyal Customer
1402,13765.0,652,1,352.821,1,1,2,112,Lost Customer
1403,13766.0,494,1,190.35,1,1,1,111,Lost Customer
1404,13767.0,1,73,33903.57,5,5,5,555,Champion
1405,13768.0,726,2,875.97,1,2,3,123,Lost Customer
1406,13769.0,1,20,5478.12,5,5,5,555,Champion
1407,13770.0,421,4,785.37,1,3,3,133,At Risk
1408,13771.0,63,9,5728.82,3,5,5,355,Loyal Customer
1409,13772.0,33,8,3100.02,4,4,5,445,Champion
1410,13773.0,396,2,301.54,2,2,2,222,Lost Customer
1411,13774.0,81,1,345.0,3,1,2,312,Lost Customer
1412,13775.0,590,1,1049.66,1,1,3,113,Lost Customer
1413,13776.0,427,2,623.98,1,2,3,123,Lost Customer
1414,13777.0,0,61,49638.26,5,5,5,555,Champion
1415,13778.0,102,4,1124.49,3,3,3,333,Loyal Customer
1416,13779.0,515,1,161.13,1,1,1,111,Lost Customer
1417,13780.0,6,3,732.07,5,3,3,533,Loyal Customer
1418,13781.0,250,3,778.83,2,3,3,233,At Risk
1419,13782.0,12,13,1786.08,5,5,4,554,Champion
1420,13783.0,487,4,1542.09,1,3,4,134,At Risk
1421,13784.0,9,14,2910.23,5,5,5,555,Champion
1422,13785.0,428,4,542.49,1,3,2,132,At Risk
1423,13786.0,366,6,3127.99,2,4,5,245,At Risk
1424,13787.0,75,6,1222.5,3,4,4,344,Loyal Customer
1425,13788.0,504,1,3.75,1,1,1,111,Lost Customer
1426,13789.0,387,1,239.45999999999998,2,1,1,211,Lost Customer
1427,13790.0,3,1,348.8,5,1,2,512,Potential Loyalist
1428,13791.0,127,2,1516.0,3,2,4,324,Lost Customer
1429,13792.0,65,3,383.95,3,3,2,332,Loyal Customer
1430,13793.0,646,1,96.0,1,1,1,111,Lost Customer
1431,13794.0,546,1,126.03,1,1,1,111,Lost Customer
1432,13795.0,387,4,836.3,2,3,3,233,At Risk
1433,13796.0,498,1,289.7,1,1,2,112,Lost Customer
1434,13797.0,436,3,1179.45,1,3,3,133,At Risk
1435,13798.0,0,110,75428.87,5,5,5,555,Champion
1436,13799.0,116,9,2803.57,3,5,4,354,Loyal Customer
1437,13800.0,309,3,1679.56,2,3,4,234,At Risk
1438,13801.0,66,1,324.8,3,1,2,312,Lost Customer
1439,13802.0,138,19,26259.11,3,5,5,355,Loyal Customer
1440,13803.0,254,3,1338.91,2,3,4,234,At Risk
1441,13804.0,30,9,3161.12,4,5,5,455,Champion
1442,13805.0,51,2,924.6,4,2,3,423,Potential Loyalist
1443,13806.0,63,1,256.38,3,1,1,311,Lost Customer
1444,13807.0,366,3,422.2,2,3,2,232,At Risk
1445,13808.0,5,5,1747.66,5,4,4,544,Champion
1446,13809.0,304,3,679.7,2,3,3,233,At Risk
1447,13810.0,28,3,1499.01,4,3,4,434,Loyal Customer
1448,13811.0,183,3,814.5,3,3,3,333,Loyal Customer
1449,13812.0,41,3,539.0,4,3,2,432,Loyal Customer
1450,13813.0,39,8,2765.47,4,4,4,444,Champion
1451,13814.0,91,3,2257.32,3,3,4,334,Loyal Customer
1452,13815.0,21,8,7475.74,4,4,5,445,Champion
1453,13816.0,23,2,571.6700000000001,4,2,2,422,Potential Loyalist
1454,13817.0,28,2,382.98,4,2,2,422,Potential Loyalist
1455,13818.0,429,1,61.28,1,1,1,111,Lost Customer
1456,13819.0,301,6,2642.35,2,4,4,244,At Risk
1457,13820.0,417,3,652.75,1,3,3,133,At Risk
1458,13821.0,144,6,1379.08,3,4,4,344,Loyal Customer
1459,13822.0,5,2,632.0,5,2,3,523,Potential Loyalist
1460,13823.0,18,7,3403.4500000000003,5,4,5,545,Champion
1461,13824.0,32,12,3314.76,4,5,5,455,Champion
1462,13825.0,621,2,255.59,1,2,1,121,Lost Customer
1463,13826.0,175,1,189.5,3,1,1,311,Lost Customer
1464,13827.0,57,3,409.8,4,3,2,432,Loyal Customer
1465,13828.0,21,1,209.49,4,1,1,411,Potential Loyalist
1466,13829.0,420,1,102.0,1,1,1,111,Lost Customer
1467,13830.0,581,1,156.85000000000002,1,1,1,111,Lost Customer
1468,13831.0,15,18,6585.54,5,5,5,555,Champion
1469,13832.0,18,2,609.89,5,2,3,523,Potential Loyalist
1470,13833.0,158,2,700.41,3,2,3,323,Lost Customer
1471,13834.0,576,2,324.19,1,2,2,122,Lost Customer
1472,13835.0,24,7,1095.27,4,4,3,443,Loyal Customer
1473,13836.0,398,2,620.37,2,2,3,223,Lost Customer
1474,13837.0,211,2,266.59000000000003,2,2,1,221,Lost Customer
1475,13838.0,5,10,1690.07,5,5,4,554,Champion
1476,13839.0,485,1,139.95000000000002,1,1,1,111,Lost Customer
1477,13840.0,415,1,651.4,1,1,3,113,Lost Customer
1478,13841.0,252,1,85.0,2,1,1,211,Lost Customer
1479,13842.0,58,18,5319.34,4,5,5,455,Champion
1480,13843.0,380,1,319.75,2,1,2,212,Lost Customer
1481,13844.0,10,1,361.62,5,1,2,512,Potential Loyalist
1482,13845.0,64,1,312.98,3,1,2,312,Lost Customer
1483,13846.0,24,4,1307.79,4,3,4,434,Loyal Customer
1484,13847.0,719,1,310.72,1,1,2,112,Lost Customer
1485,13848.0,91,8,3015.0,3,4,5,345,Loyal Customer
1486,13849.0,51,5,3469.3,4,4,5,445,Champion
1487,13850.0,128,1,1595.48,3,1,4,314,Lost Customer
1488,13851.0,95,8,4606.46,3,4,5,345,Loyal Customer
1489,13852.0,610,1,187.35000000000002,1,1,1,111,Lost Customer
1490,13853.0,56,1,1090.14,4,1,3,413,Potential Loyalist
1491,13854.0,8,39,11944.56,5,5,5,555,Champion
1492,13855.0,500,4,1310.3400000000001,1,3,4,134,At Risk
1493,13856.0,168,11,1142.03,3,5,3,353,Loyal Customer
1494,13857.0,392,6,1001.01,2,4,3,243,At Risk
1495,13858.0,56,1,216.17,4,1,1,411,Potential Loyalist
1496,13859.0,325,2,515.86,2,2,2,222,Lost Customer
1497,13860.0,0,5,1245.9,5,4,4,544,Champion
1498,13861.0,428,2,273.26,1,2,1,121,Lost Customer
1499,13862.0,17,9,2556.09,5,5,4,554,Champion
1500,13863.0,247,4,1239.55,2,3,4,234,At Risk
1501,13864.0,386,1,662.4000000000001,2,1,3,213,Lost Customer
1502,13865.0,57,4,501.56,4,3,2,432,Loyal Customer
1503,13866.0,73,1,145.67000000000002,3,1,1,311,Lost Customer
1504,13867.0,30,3,1005.09,4,3,3,433,Loyal Customer
1505,13868.0,6,2,3192.54,5,2,5,525,Potential Loyalist
1506,13869.0,122,10,7996.87,3,5,5,355,Loyal Customer
1507,13870.0,1,15,5712.08,5,5,5,555,Champion
1508,13871.0,22,17,7885.85,4,5,5,455,Champion
1509,13872.0,526,3,919.57,1,3,3,133,At Risk
1510,13873.0,119,8,1038.92,3,4,3,343,Loyal Customer
1511,13874.0,357,7,2049.15,2,4,4,244,At Risk
1512,13875.0,53,14,4814.37,4,5,5,455,Champion
1513,13876.0,63,1,122.7,3,1,1,311,Lost Customer
1514,13877.0,85,3,449.68,3,3,2,332,Loyal Customer
1515,13878.0,54,4,2416.9,4,3,4,434,Loyal Customer
1516,13879.0,645,1,395.5,1,1,2,112,Lost Customer
1517,13880.0,20,17,4293.86,4,5,5,455,Champion
1518,13881.0,3,43,45179.1,5,5,5,555,Champion
1519,13882.0,2,5,1191.13,5,4,3,543,Loyal Customer
1520,13883.0,10,15,6560.02,5,5,5,555,Champion
1521,13884.0,6,10,1825.03,5,5,4,554,Champion
1522,13885.0,188,2,506.8,3,2,2,322,Lost Customer
1523,13886.0,70,1,243.56,3,1,1,311,Lost Customer
1524,13887.0,203,1,349.55,2,1,2,212,Lost Customer
1525,13888.0,119,7,2001.59,3,4,4,344,Loyal Customer
1526,13889.0,92,6,1991.23,3,4,4,344,Loyal Customer
1527,13890.0,0,14,2927.38,5,5,5,555,Champion
1528,13891.0,377,3,859.21,2,3,3,233,At Risk
1529,13892.0,26,6,1267.6499999999999,4,4,4,444,Champion
1530,13893.0,297,1,821.1,2,1,3,213,Lost Customer
1531,13894.0,23,3,564.62,4,3,2,432,Loyal Customer
1532,13895.0,27,6,4008.52,4,4,5,445,Champion
1533,13896.0,625,1,388.55,1,1,2,112,Lost Customer
1534,13897.0,49,3,1160.72,4,3,3,433,Loyal Customer
1535,13898.0,325,2,686.4,2,2,3,223,Lost Customer
1536,13899.0,15,2,388.52,5,2,2,522,Potential Loyalist
1537,13900.0,182,6,1610.59,3,4,4,344,Loyal Customer
1538,13901.0,71,15,5676.34,3,5,5,355,Loyal Customer
1539,13902.0,631,5,34095.26,1,4,5,145,At Risk
1540,13903.0,399,1,165.45000000000002,2,1,1,211,Lost Customer
1541,13904.0,36,2,332.64,4,2,2,422,Potential Loyalist
1542,13905.0,732,1,312.65,1,1,2,112,Lost Customer
1543,13906.0,408,1,42.0,2,1,1,211,Lost Customer
1544,13907.0,691,1,136.8,1,1,1,111,Lost Customer
1545,13908.0,79,4,2369.55,3,3,4,334,Loyal Customer
1546,13909.0,422,2,282.85,1,2,1,121,Lost Customer
1547,13911.0,56,20,4234.99,4,5,5,455,Champion
1548,13912.0,423,1,124.95,1,1,1,111,Lost Customer
1549,13913.0,506,1,42.22,1,1,1,111,Lost Customer
1550,13914.0,11,2,626.45,5,2,3,523,Potential Loyalist
1551,13915.0,393,1,70.80000000000001,2,1,1,211,Lost Customer
1552,13916.0,463,4,1275.81,1,3,4,134,At Risk
1553,13917.0,49,2,272.04,4,2,1,421,Potential Loyalist
1554,13918.0,49,2,1212.8400000000001,4,2,3,423,Potential Loyalist
1555,13919.0,58,4,1360.68,4,3,4,434,Loyal Customer
1556,13920.0,431,4,1774.68,1,3,4,134,At Risk
1557,13921.0,401,4,730.7,2,3,3,233,At Risk
1558,13922.0,351,3,865.2,2,3,3,233,At Risk
1559,13923.0,53,1,351.13,4,1,2,412,Potential Loyalist
1560,13924.0,1,6,1838.8500000000001,5,4,4,544,Champion
1561,13925.0,92,4,678.25,3,3,3,333,Loyal Customer
1562,13926.0,22,1,223.85000000000002,4,1,1,411,Potential Loyalist
1563,13927.0,74,2,708.26,3,2,3,323,Lost Customer
1564,13928.0,10,4,464.57,5,3,2,532,Loyal Customer
1565,13929.0,168,11,3494.1,3,5,5,355,Loyal Customer
1566,13930.0,57,2,337.34,4,2,2,422,Potential Loyalist
1567,13931.0,95,11,5257.38,3,5,5,355,Loyal Customer
1568,13932.0,294,1,307.4,2,1,2,212,Lost Customer
1569,13933.0,108,2,608.7900000000001,3,2,2,322,Lost Customer
1570,13934.0,263,1,922.1,2,1,3,213,Lost Customer
1571,13935.0,596,3,6116.92,1,3,5,135,At Risk
1572,13936.0,179,3,939.66,3,3,3,333,Loyal Customer
1573,13937.0,168,2,880.13,3,2,3,323,Lost Customer
1574,13938.0,34,1,71.66,4,1,1,411,Potential Loyalist
1575,13939.0,22,7,1560.96,4,4,4,444,Champion
1576,13940.0,16,4,839.14,5,3,3,533,Loyal Customer
1577,13941.0,21,15,10027.18,4,5,5,455,Champion
1578,13942.0,534,1,320.0,1,1,2,112,Lost Customer
1579,13943.0,577,1,246.54,1,1,1,111,Lost Customer
1580,13944.0,652,1,200.43,1,1,1,111,Lost Customer
1581,13945.0,394,2,854.15,2,2,3,223,Lost Customer
1582,13946.0,78,6,1876.23,3,4,4,344,Loyal Customer
1583,13947.0,64,1,90.6,3,1,1,311,Lost Customer
1584,13948.0,360,4,548.76,2,3,2,232,At Risk
1585,13949.0,2,6,2427.32,5,4,4,544,Champion
1586,13950.0,10,4,745.06,5,3,3,533,Loyal Customer
1587,13951.0,175,3,674.45,3,3,3,333,Loyal Customer
1588,13952.0,217,14,12823.521,2,5,5,255,At Risk
1589,13953.0,6,12,6640.68,5,5,5,555,Champion
1590,13954.0,1,2,439.92,5,2,2,522,Potential Loyalist
1591,13955.0,153,3,544.0699999999999,3,3,2,332,Loyal Customer
1592,13956.0,4,5,1019.27,5,4,3,543,Loyal Customer
1593,13957.0,417,3,458.25,1,3,2,132,At Risk
1594,13958.0,379,8,4709.2300000000005,2,4,5,245,At Risk
1595,13959.0,78,6,1064.77,3,4,3,343,Loyal Customer
1596,13960.0,20,2,230.22,4,2,1,421,Potential Loyalist
1597,13961.0,391,1,538.4,2,1,2,212,Lost Customer
1598,13962.0,21,3,362.8,4,3,2,432,Loyal Customer
1599,13963.0,307,17,2860.57,2,5,4,254,At Risk
1600,13964.0,386,2,438.9,2,2,2,222,Lost Customer
1601,13965.0,476,3,996.61,1,3,3,133,At Risk
1602,13966.0,434,1,384.26,1,1,2,112,Lost Customer
1603,13967.0,145,2,166.3,3,2,1,321,Lost Customer
1604,13968.0,422,1,123.66,1,1,1,111,Lost Customer
1605,13969.0,6,35,12973.460000000001,5,5,5,555,Champion
1606,13970.0,385,2,846.55,2,2,3,223,Lost Customer
1607,13971.0,18,14,4667.57,5,5,5,555,Champion
1608,13972.0,70,2,190.25,3,2,1,321,Lost Customer
1609,13973.0,286,1,264.7,2,1,1,211,Lost Customer
1610,13974.0,48,2,677.72,4,2,3,423,Potential Loyalist
1611,13975.0,30,12,5256.4,4,5,5,455,Champion
1612,13976.0,206,4,1192.36,2,3,3,233,At Risk
1613,13977.0,410,1,519.8100000000001,2,1,2,212,Lost Customer
1614,13978.0,14,2,196.79000000000002,5,2,1,521,Potential Loyalist
1615,13979.0,72,7,3379.93,3,4,5,345,Loyal Customer
1616,13980.0,59,5,768.82,3,4,3,343,Loyal Customer
1617,13981.0,415,1,331.14,1,1,2,112,Lost Customer
1618,13982.0,38,9,3954.29,4,5,5,455,Champion
1619,13983.0,29,21,6753.89,4,5,5,455,Champion
1620,13984.0,26,12,1893.8,4,5,4,454,Champion
1621,13985.0,3,22,10020.86,5,5,5,555,Champion
1622,13986.0,16,1,320.46,5,1,2,512,Potential Loyalist
1623,13987.0,379,2,682.54,2,2,3,223,Lost Customer
1624,13988.0,19,8,4757.8,4,4,5,445,Champion
1625,13989.0,65,5,2026.06,3,4,4,344,Loyal Customer
1626,13990.0,212,1,311.3,2,1,2,212,Lost Customer
1627,13991.0,11,6,852.88,5,4,3,543,Loyal Customer
1628,13992.0,29,3,219.5,4,3,1,431,Loyal Customer
1629,13993.0,42,19,6775.71,4,5,5,455,Champion
1630,13994.0,3,6,2274.14,5,4,4,544,Champion
1631,13995.0,14,14,3902.01,5,5,5,555,Champion
1632,13996.0,385,2,895.76,2,2,3,223,Lost Customer
1633,13997.0,518,3,376.46,1,3,2,132,At Risk
1634,13998.0,446,3,566.7,1,3,2,132,At Risk
1635,13999.0,9,29,9502.26,5,5,5,555,Champion
1636,14000.0,210,5,2046.3400000000001,2,4,4,244,At Risk
1637,14001.0,45,9,4228.85,4,5,5,455,Champion
1638,14002.0,133,2,529.73,3,2,2,322,Lost Customer
1639,14003.0,732,1,209.41,1,1,1,111,Lost Customer
1640,14004.0,42,11,6258.45,4,5,5,455,Champion
1641,14005.0,9,5,2874.72,5,4,4,544,Champion
1642,14006.0,115,7,2196.67,3,4,4,344,Loyal Customer
1643,14007.0,512,1,79.48,1,1,1,111,Lost Customer
1644,14008.0,431,1,509.04,1,1,2,112,Lost Customer
1645,14009.0,197,3,1099.91,2,3,3,233,At Risk
1646,14010.0,564,2,445.15,1,2,2,122,Lost Customer
1647,14011.0,479,2,457.82,1,2,2,122,Lost Customer
1648,14012.0,277,1,328.8,2,1,2,212,Lost Customer
1649,14013.0,109,5,1084.57,3,4,3,343,Loyal Customer
1650,14014.0,76,3,1948.21,3,3,4,334,Loyal Customer
1651,14015.0,52,1,917.34,4,1,3,413,Potential Loyalist
1652,14016.0,161,11,11403.41,3,5,5,355,Loyal Customer
1653,14017.0,570,1,229.75,1,1,1,111,Lost Customer
1654,14018.0,644,1,367.15000000000003,1,1,2,112,Lost Customer
1655,14019.0,46,3,1421.61,4,3,4,434,Loyal Customer
1656,14020.0,16,4,1249.01,5,3,4,534,Loyal Customer
1657,14021.0,154,7,1716.58,3,4,4,344,Loyal Customer
1658,14022.0,224,2,792.15,2,2,3,223,Lost Customer
1659,14023.0,6,2,584.07,5,2,2,522,Potential Loyalist
1660,14024.0,121,3,645.74,3,3,3,333,Loyal Customer
1661,14025.0,464,8,4057.9,1,4,5,145,At Risk
1662,14026.0,470,2,713.11,1,2,3,123,Lost Customer
1663,14027.0,60,1,104.82,3,1,1,311,Lost Customer
1664,14028.0,549,3,10396.5,1,3,5,135,At Risk
1665,14029.0,62,2,467.66,3,2,2,322,Lost Customer
1666,14030.0,17,20,7521.8,5,5,5,555,Champion
1667,14031.0,6,44,39019.51,5,5,5,555,Champion
1668,14032.0,1,16,4546.41,5,5,5,555,Champion
1669,14033.0,554,1,109.44,1,1,1,111,Lost Customer
1670,14034.0,21,3,648.89,4,3,3,433,Loyal Customer
1671,14035.0,28,9,2794.75,4,5,4,454,Champion
1672,14036.0,284,1,626.65,2,1,3,213,Lost Customer
